fiscal_year,jurisdiction,has_observed_data,total_medicaid_expenditures,mfcu_grant_expenditures,total_recoveries,staff_on_board
2022,Maine,yes,3952360568,1432530.56,688592.08,9
2022,Maryland,yes,14844102111,4975497.52,3953857.77,36
2022,Massachusetts,yes,22023428461,6119401.35,71275660.43,32
2022,Michigan,yes,21695810626,5863143,22964705.78,30
2022,Minnesota,yes,16896991072,4087300.47,12560408.87,30
2022,Mississippi,yes,6141810881,3952955,4912243.23,38
2022,Missouri,yes,13440321022,2177784.64,5262577.44,23
2022,Montana,yes,2448226101,899696.95,566101.72,9
2022,Nebraska,yes,3481296640,1399477.09,1496685.90,11
2022,Nevada,yes,5271042050,2540574.85,16422091.36,19
2022,New Hampshire,yes,2611767747,738227.11,396472.42,8
2022,New Jersey,yes,21885952455,5762424.96,6260273,30
2022,New Mexico,yes,8545105920,3291227.24,3270639.11,22
2022,New York,yes,82564771704,53919799.99,57973971.31,264
2022,North Carolina,yes,19467101160,6803332.04,33859198.07,48
2022,North Dakota,yes,1621017419,808200,490239.62,6
2022,Ohio,yes,31059865818,15964276.98,9342652.81,101
2022,Oklahoma,yes,7745616099,2635281.53,6445538.50,25
2022,Oregon,yes,13695755260,3369512.29,4464488.35,17
2022,Pennsylvania,yes,42294925403,10680852.14,31625624.50,70
2022,Rhode Island,yes,3583681400,1323070.04,922763.73,10
2022,South Carolina,yes,7926296721,1946229.43,4990656.95,18
2022,South Dakota,yes,1320070094,549756.32,707351.76,5
2022,Tennessee,yes,12083213396,8376147.02,5762200.85,57
2022,Texas,yes,56569079099,23632974.75,219876847.53,153
2022,Utah,yes,4397543014,2706184,1515408.01,15
2022,Vermont,yes,2049357500,1335238.28,503529,7
2022,Virginia,yes,18262708315,13250089.13,20434349.64,93
2022,Washington,yes,18213259692,8985952.22,47833748.81,56
2022,West Virginia,yes,5392745508,2149481.35,5138856.02,21
2022,Wisconsin,yes,11953068255,1672154.98,7218161,11
2022,Wyoming,yes,743710195,459792.59,1136378.73,4
2023,Alabama,yes,8088717204,1553830,10556172.07,8
2023,Alaska,yes,2705978030,2125299,38520.95,12
2023,Arizona,yes,22499522881,4875444,7343117.27,30
2023,Arkansas,yes,9132921635,3154983,2618911.74,18
2023,California,yes,130133324961,66345930,362823882.01,236
2023,Colorado,yes,13646983776,3354027,2907717.37,22
2023,Connecticut,yes,10738157192,2874704,18520950.54,13
2023,Delaware,yes,3467165402,2384008,727526.77,18
2023,Florida,yes,34841609995,20493691,18323053.04,145
2023,Georgia,yes,16608700777,5651368,20597671.59,44
2023,Hawaii,yes,3106645531,2074191,11084423.60,16
2023,Idaho,yes,2920524660,1150784,261465.23,9
2023,Illinois,yes,33306700578,6385839,12455013.21,26
2023,Indiana,yes,17819794934,7997841,65930619.57,59
2023,Iowa,yes,6927817062,991331,1676464.53,9
2023,Kansas,yes,5436508176,2426237,170106.34,17
2023,Kentucky,yes,16642070989,4498011,21333957.41,32
2023,Louisiana,yes,16628861150,9276078,15263524.40,61
2023,Maine,yes,4286591113,1494775,206276.11,9
2023,Maryland,yes,17552005124,5610088,2086415.76,36
2023,Massachusetts,yes,24487922260,6164639,23375309.29,37
2023,Michigan,yes,23741817895,6113464,29764369.11,34
2023,Minnesota,yes,19113079015,4454431,5973588.68,30
2023,Mississippi,yes,6547605903,3992436,17842771.95,34
2023,Missouri,yes,16357682592,2421377,10086586.17,19
2023,Montana,yes,2445041437,988842,500294.40,9
2023,Nebraska,yes,3930854013,1429798,714102.99,10
2023,Nevada,yes,5767822220,2773153,4429292.44,19
2023,New Hampshire,yes,2592839761,921481,174612.14,8
2023,New Jersey,yes,23332486706,6575561,7795878.86,29
2023,New Mexico,yes,8472955496,3229730,137461.88,24
2023,New York,yes,94601679054,55964293,73204517.97,257
2023,North Carolina,yes,20451882615,6924305,43626378.67,47
2023,North Dakota,yes,1613379327,968329,3340.63,7
2023,Ohio,yes,32851727654,15996716,22607684.54,102
2023,Oklahoma,yes,8854437969,3353370,2951918.11,25
2023,Oregon,yes,15327891373,4097000,30309176.90,18
2023,Pennsylvania,yes,44971355512,11049587,20115260.32,71
2023,Rhode Island,yes,3685175562,1202585,232396.50,10
2023,South Carolina,yes,8871688570,2574832,1298036.57,19
2023,South Dakota,yes,1263615866,494659,250566.93,5
2023,Tennessee,yes,13434201648,9236731,42953624.32,57
2023,Texas,yes,58422862375,24617759,283141068.88,147
2023,Utah,yes,4728174660,3250291,2225121.55,19
2023,Vermont,yes,2174979993,1473791,177977,9
2023,Virginia,yes,21599145038,14295387,14594631.85,94
2023,Washington,yes,19498539690,9859549,2295369.58,55
2023,West Virginia,yes,5690158919,2377529,1311704.57,25
2023,Wisconsin,yes,12532534415,1716499,7139695,10
2023,Wyoming,yes,777634001,488861,604586.38,4
2024,Alabama,yes,8402246395,1637160.92,482403.25,7
2024,Alaska,yes,2903998205,1972546.71,239448.06,12
2024,Arizona,yes,20388207470,5370868.91,74611715.82,33
2024,Arkansas,yes,8313192411,3973339.71,3114222.64,22
2024,California,yes,157098115172.10,69208433.41,583830457.43,270
2024,Colorado,yes,14674282245,4317938.39,3914483.34,25
2024,Connecticut,yes,11295095591,3025704.61,6463993.63,13
2024,Delaware,yes,3340013477,2715977.27,10781129.38,18
2024,Florida,yes,35906458788,21343781.69,76220595.13,141
2024,Georgia,yes,15577343261,6271433.71,86841410.54,46
2024,Hawaii,yes,3235615999,2339255.39,10340.80,13
2024,Idaho,yes,4050629368,1120010.35,1146717.23,8
2024,Illinois,yes,33747393898,6647049.38,1861477.76,39
2024,Indiana,yes,20020602077,8593822.37,3292362.95,59
2024,Iowa,yes,8873891969,1227190.24,2216803.50,9
2024,Kansas,yes,5412711075,2172864.38,146967.66,17
2024,Kentucky,yes,18302226947,4954230.16,30378269.67,32
2024,Louisiana,yes,17179873718,8925148.60,63582815.76,63
2024,Maine,yes,4731878956,1842715.21,236304.29,10
2024,Maryland,yes,18454924113,6916159.79,18897116.38,42
2024,Massachusetts,yes,26192755044,7303491.39,19795696.44,43
2024,Michigan,yes,25357658261,7092157.03,4767761.93,34
2024,Minnesota,yes,19328609948,4756833.33,16672513.15,28
2024,Mississippi,yes,7356967378,4220119,9254549.72,30
2024,Missouri,yes,16445334330,2496662.38,5148281.38,22
2024,Montana,yes,2504417999,1058040.95,11539344.46,7
2024,Nebraska,yes,3839619333,1352423.27,1340795.98,9
2024,Nevada,yes,6175562821,3505034.41,7108542.26,20
2024,New Hampshire,yes,2621947677,1013239.97,143541.83,7
2024,New Jersey,yes,24217228219,7628776.09,9820191.73,32
2024,New Mexico,yes,8490310931,3666259.98,88380.79,25
2024,New York,yes,98177794119,56650719.76,59913804.73,262
2024,North Carolina,yes,30213413903,7219896.24,21021953.10,51
2024,North Dakota,yes,1526106243,1191941.49,160714.78,9
2024,Ohio,yes,35202561948,16932095.93,17106840.87,105
2024,Oklahoma,yes,9324676370,4286464.69,711120.86,26
2024,Oregon,yes,16993042692,4521535.90,5199568.59,19
2024,Pennsylvania,yes,44432259542,12865019.20,11325616,75
2024,Rhode Island,yes,3724826196,1244089.90,168007.41,9
2024,South Carolina,yes,10239545186,2840646.47,11869014.35,20
2024,South Dakota,yes,1600448228,818693.89,1056789.29,9
2024,Tennessee,yes,14345332011,10819400.48,26749052.33,58
2024,Texas,yes,49398376058,25118839.16,111800768.86,150
2024,Utah,yes,5104329509,4047287,3995367.62,19
2024,Vermont,yes,2336362561,1699488,583668,9
2024,Virginia,yes,22354412784,15296222.88,4796455.09,92
2024,Washington,yes,21318488278,11567318.09,4244633.49,57
2024,West Virginia,yes,5110871376,2449268.84,12505242.43,23
2024,Wisconsin,yes,12770801034,1884029.35,236162,11
2024,Wyoming,yes,830736672,543642.58,767643.97,4
2025,Alabama,yes,8374093705,1529686,2931852.82,7
2025,Alaska,yes,3243857563,1922364,1188457.61,12
2025,Arizona,yes,22057222999,5933688,49346658.50,31
2025,Arkansas,yes,8916484909,3927409,3548244.54,23
2025,California,yes,173402740079,74421308,102126213.24,290
2025,Colorado,yes,16491671590,4714737,57952277.93,24
2025,Connecticut,yes,11700323441,2913997,6863359.18,13
2025,Delaware,yes,3400556094,2784035,619300.30,17
2025,Florida,yes,39343020827,22670000,107607791.86,137
2025,Georgia,yes,19692323128,6452683,46517386.12,43
2025,Hawaii,yes,3179232183,2723324,453950.81,14
2025,Idaho,yes,4166928923,1293821,900756.39,10
2025,Illinois,yes,36162720636,10402644,18234544.79,46
2025,Indiana,yes,20451801865.63,8992920,144624717.84,56
2025,Iowa,yes,8730795511,1359821,2356291.18,10
2025,Kansas,yes,6499395021,2219809,369231.23,16
2025,Kentucky,yes,20474891648,5098879,22037515.90,32
2025,Louisiana,yes,15800467858,9951037,17067306.55,71
2025,Maine,yes,5202740853,1919296,343479.02,10
2025,Maryland,yes,18707422995,8520996,3353448.55,46
2025,Massachusetts,yes,28725529750,7595661,139892852.19,39
2025,Michigan,yes,27306729224,6798542,17319947.35,33
2025,Minnesota,yes,21425262865,3029997,24489409.04,31
2025,Mississippi,yes,7708650323,4206137,1171831.11,35
2025,Missouri,yes,17112335013,2961340,4507016.45,21
2025,Montana,yes,2633116628,930818,711088.63,9
2025,Nebraska,yes,4371961508,1374481,1230809.55,11
2025,Nevada,yes,7313148496,3212939,18522530.30,20
2025,New Hampshire,yes,3067222160,1015483,356807.56,6
2025,New Jersey,yes,25938962820,6971759,30779902.23,39
2025,New Mexico,yes,10469835269,4327657,4939984.86,25
2025,New York,yes,102699327635,60127440,110479748.54,272
2025,North Carolina,yes,34499338580,8700660,16642399.22,57
2025,North Dakota,yes,1779879134,1335345,1873182.81,8
2025,Ohio,yes,38633859310,18598752,25781577.92,106
2025,Oklahoma,yes,10764531356,3913945,2902279.96,29
2025,Oregon,yes,18871621324,4761446,13651360.76,20
2025,Pennsylvania,yes,49525316416,12669975,41102003.33,72
2025,Rhode Island,yes,4293750650,1306842,1582526.60,10
2025,South Carolina,yes,10266023300,3722700,22100695.93,23
2025,South Dakota,yes,1863929509,1011812,225578.04,9
2025,Tennessee,yes,17782976844,12695439,16738706.73,64
2025,Texas,yes,54954650308,27581869,151926473.65,146
2025,Utah,yes,5320171956,4250065,2727899.17,22
2025,Vermont,yes,2425399608,1709830,3052717,9
2025,Virginia,yes,23020073906,15504864,671436386.89,95
2025,Washington,yes,23122567069,13876463,45117253.27,61
2025,West Virginia,yes,5872002604,2722613,1829578.50,22
2025,Wisconsin,yes,13822805529,2237204,1918593,14
2025,Wyoming,yes,846575653,632223,1525358.07,4
